Column,char,dialog,movie
1265,SARUMAN VOICE OVER,"Together, My Lord Sauron...... We Shall Rule This Middle-earth.",The Two Towers
1266,SARUMAN VOICE OVER,The Old World Will Burnin The Fires Of Industry.The Forests Will Fall.A New Order Will Rise.We Will Drive The Machine Of Warwith The Sword And The Spear...... And The Iron Fists Of The Orc. We Have Only To Remove Those Who Oppose Us.,The Two Towers
1267,SARUMAN,I Want Them Armed And Ready To Marchwithin Two Weeks!,The Two Towers
1268,ORC,"But, My Lord, There Are Too Many!they Cannot All Be Armed In Timewe Don't Have The Means.",The Two Towers
1269,SARUMAN,"Build A Dam, Block The Streamwork The Furnaces Night And Day.",The Two Towers
1270,ORC,We Don't Have Enough Fuelto Feed The Fires.,The Two Towers
1271,TREEBEARD,"Hobbits?never Heard Of A Hobbit Before.Sounds Like Orc Mischief To Me! ,they Come With Fire.They Come With Axes.Gnawing, Biting, Breakinghacking, Burning! Destroyers And Usurpers! Curse Them!",The Two Towers
1272,MERRY,No!you Don't Understand. We're Hobbits!halflings!shire-folk!,The Two Towers
1273,TREEBEARD,Maybe You Are......And Maybe You Aren't.The White Wizard Will Know.,The Two Towers
1274,PIPPIN,The White Wizard?,The Two Towers
1275,MERRY,Saruman.,The Two Towers
1276,GOLLUM,"See? See?we've Led You Out.Hurry, Hobbitses. Hurry! Very Lucky We Find You. ,nice Hobbit.",The Two Towers
1277,SAM,It's A Bog. He's Led Us Into A Swamp.,The Two Towers
1278,GOLLUM,"A Swamp, Yes, Yes.Come, Master. We Will Take Youon Safe Paths Through The Mist.Come, Hobbits! Come! We Go Quickly. ,i Found It. I Did.The Way Through The Marshes.Orcs Don't Use It.Orcs Don't Know It.They Go Around For Miles And Miles.Come Quickly.Soft And Quick As Shadows We Must Be.",The Two Towers
1279,SAM,I Hate This Place. It's Too Quiet.There's Been No Sight Nor Soundof A Bird For Two Days.,The Two Towers
1280,GOLLUM,"No, No Birdses To Eat.No Crunchable Birdses.We Are Famished! Yes!famished We Are, Precious!",The Two Towers
1281,FRODO,Here.,The Two Towers
1282,GOLLUM,"What Does It Eats?is It Tasty? ,it Tries To Chokes Us!we Can't Eats Hobbit Food!we Must Starve!",The Two Towers
1283,SAM,"Well, Starve, Then. And Good Riddance!",The Two Towers
1284,GOLLUM,"Oh, Cruel Hobbit.It Does Not Care If We Be Hungry.Does Not Care If We Should Die. ,not Like Master.Master Cares.Master Knows.Yes.Precious.Once It Takes Hold Of Us......It Never Lets Go.",The Two Towers
1285,FRODO,Don't Touch Me!,The Two Towers
1286,GANDALF,"Fly, You Fools!",The Two Towers
1287,FRODO,No!gandalf!,The Two Towers
1288,FRODO,Gandalf!,The Two Towers
1289,SAM,"What Is It, Mr. Frodo?",The Two Towers
1290,FRODO,Nothing.Just A Dream.,The Two Towers
1291,SAM,Can You See The Bottom?,The Two Towers
1292,FRODO,"No! Don't Look Down, Sam!just Keep Going!",The Two Towers
1293,SAM,"Catch It! Grab It, Mr. Frodo!",The Two Towers
1294,SAM,Mr. Frodo!,The Two Towers
1295,FRODO,I Think I've Found The Bottom.,The Two Towers
1296,SAM,Bogs And Ropeand Goodness Knows What.It's Not Natural. None Of It.,The Two Towers
1297,FRODO,What's In This?,The Two Towers
1298,SAM,Nothing.Just A Bit Of Seasoning.I Thought Maybe If We Was Havinga Roast Chicken One Night Or Something.,The Two Towers
1299,FRODO,Roast Chicken?!,The Two Towers
1300,SAM,Back!,The Return of the King
1301,SAM,Mr Frodo!,The Return of the King
1302,SAM,"Oh No! Frodo, Mr Frodo. , Wake Up. Don't Leave Me Here Alone. Don't Go Where I Can't Follow. Wake Up. Not Asleep. Dead.",The Return of the King
1303,SHAGRAT,You Get Back You Scum!,The Return of the King
1304,SHAGRAT,What's This?,The Return of the King
1305,ORC,Killed Another One Has She?,The Return of the King
1306,SHAGRAT,"No. , This Fellow Ain't Dead.",The Return of the King
1307,SAM,Not Dead.,The Return of the King
1308,SHAGRAT,She Jabs Him With Her Stinger And He Goes As Limp As A Boned Fish Aaa' Then She Has Her Way With Them. That's How She Likes To Feed. Fresh Blood. Get Him To The Tower!,The Return of the King
1309,SAM,Samwise You Fool.,The Return of the King
1310,ORC,This Scum Will Be Awake In A Couple Of Hours.,The Return of the King
1311,SHAGRAT,Then He'll Wish He'd Never Been Born.,The Return of the King
1312,DENETHOR,"The House Of His Spirit Crumbles., He Is Burning. Already Burning.",The Return of the King
1313,PIPPIN,What?,The Two Towers
1314,MERRY,You Remember The Old Foreston The Borders Of Buckland?folk Used To Say There Was Something Inthe Water That Made The Trees Grow Tall......And Come Alive.,The Two Towers
1315,PIPPIN,Alive?,The Two Towers
1316,MERRY,Trees That Could Whisper......Talk To Each Other......Even Move.,The Two Towers
1317,URUK-HAI,I'm Starving.We Ain't Had Nothing But Maggoty Breadfor Three Stinking Days.,The Two Towers
1318,SNAGA,"Yeah!why Can't We Have Some Meat?! ,what About Them?they're Fresh.",The Two Towers
1319,UGLUK,They Are Not For Eating.,The Two Towers
1320,GRISHNAKH,What About Their Legs?they Don't Need Those.,The Two Towers
1321,GRISHNAKH,They Look Tasty.,The Two Towers
1322,UGLUK,"Get Back, Scum!the Prisoners Go To Saruman.Alive And Unspoiled.",The Two Towers
1323,GRISHNAKH,"Alive? ,why Alive?do They Give Good Sport?",The Two Towers
1324,UGLUK,They Have Something.An Elvish Weapon.The Master Wants It For The War.,The Two Towers
1325,PIPPIN,They Think We Have The Ring.,The Two Towers
1326,MERRY,Ssh!as Soon As They Find Out We Don'twe're Dead.,The Two Towers
1327,GOTHMOG,Kill Him.,The Return of the King
1328,FARAMIR,"They're Not Coming From The North!  To The River Quick, Quick!",The Return of the King
1329,DAMROD,"Go,  Come On!",The Return of the King
1330,GOTHMOG,"Faster!  ,  Draw Swords.",The Return of the King
1331,SOLDIER,Hold!  Hold Them!,The Return of the King
1332,SOLDIER,What?,The Return of the King
1333,GANDALF,Amon D'n.,The Return of the King
1334,SOLDIER,The Beacon!  The Beacon Of Amon D'n Is Lit.,The Return of the King
1335,GANDALF,Hope Is Kindled!,The Return of the King
1336,ARAGORN,The Beacons Of Minas Tirith!  The Beacons Are Lit!,The Return of the King
1337,ARAGORN,Gondor Calls For Aid.,The Return of the King
1338,THEODEN,"And Rohan Will Answer!  Muster The Rohirrim.  ,  Assemble The Army At Dunharrow,  As Many Men As Can Be Found.  You Have Two Days. ,  On The Third, We Ride For Gondor' And War.",The Return of the King
1339,EOMER,Forward!,The Return of the King
1340,MERRY,Three-foot-eight.You Did Something.,The Two Towers
1341,PIPPIN,"Merry, Don't! Don't Drink It!",The Two Towers
1342,PIPPIN,"Merry!no, Treebeard Said That Youshouldn't Have Any.",The Two Towers
1343,MERRY,I Want Some!,The Two Towers
1344,PIPPIN,Lt Could Well Be Dangerous!,The Two Towers
1345,PIPPIN,Give Me It Back. Merry!,The Two Towers
1346,PIPPIN,What's Happening?!,The Two Towers
1347,MERRY,Aaagh!it's Got My Leg!,The Two Towers
1348,PIPPIN,Merry!,The Two Towers
1349,MERRY and PIPPIN,Help!,The Two Towers
1350,TREEBEARD,Away With You.You Should Not Be Waking.Eat Earth. Dig Deep. Drink Water.,The Two Towers
1351,TREEBEARD,"Go To Sleep.Away With You. ,come, The Forest Is Waking Up.",The Two Towers
1352,TREEBEARD,It Isn't Safe.The Trees Have Grown Wildand Dangerous.Anger Festers In Their Hearts.Black Are Their Thoughts.Strong Is Their Hate.They Will Harm You If They Can.There Are Too Few Of Us Now.Too Few Of Us Ents Left To Manage Them.,The Two Towers
1353,FRODO,"It's Too Late. It's Over. They've Taken It Sam, They Took The Ring!",The Return of the King
1354,SAM,Begging Your Pardon But They Haven't.,The Return of the King
1355,SAM,"I Thought I'd Lost You. So I Took It, Only For Safekeeping.",The Return of the King
1356,FRODO,"Give It To Me! , Give Me The Ring Sam. , Sam! Give Me The Ring. , You Must Understand. The Ring Is My Burden. It Will Destroy You Sam.",The Return of the King
1357,SAM,Come On Mr Frodo. We'd Best Find You Some Clothes. You Can't Go Walking Through Mordor In Nowt But Your Skin.,The Return of the King
1358,SAM,We Did It Mr Frodo. We Made It To Mordor.,The Return of the King
1359,FRODO,There Are So Many Of Them. We'll Never Get Through Unseen.,The Return of the King
1360,FRODO,"It's Him, The Eye!",The Return of the King
1361,SAM,"We Have To Go In There Mr Frodo. There's Nothing For It. , Come On Let's Just Make It Down The Hill For Starters.",The Return of the King
1362,GANDALF,"Frodo Has Passed Beyond My Sight. , The Darkness Is Deepening.",The Return of the King
1363,ARAGORN,If Sauron Had The Ring We Would Know It.,The Return of the King
1364,GANDALF,"It's Only A Matter Of Time. He Has Suffered A Defeat, Yes, But Behind The Walls Of Mordor Our Enemy Is Regrouping.",The Return of the King
1365,GIMLI,Let Him Stay There! Let Him Rot! Why Should We Care?,The Return of the King
1366,GANDALF,"Because 10,000 Orcs Now Stand Between Frodo And Mount Doom.",The Return of the King
1367,SARUMAN,The Forest Of Fangornlies On Our Doorstep. Burn It.,The Two Towers
1368,ORC,Yes.,The Two Towers
1369,WILDMAN,We Will Fight For You.,The Two Towers
1370,SARUMAN,Swear It.,The Two Towers
1371,WILDMAN,We Will Die For Saruman.,The Two Towers
1372,SARUMAN,The Horse-men Took Your Lands.They Drove Your People Into The Hillsto Scratch A Living Off Rocks.,The Two Towers
1373,WILDMAN,Murderers!,The Two Towers
1374,SARUMAN,Take Back The Lands They Stole From You.Burn Every Village!,The Two Towers
1375,SARUMAN VOICE OVER,We Have Only To Remove Thosewho Oppose Us.It Will Begin In Rohan.Too Long Have These Peasantsstood Against You.But No More.,The Two Towers
1376,MORWEN,Eothain! Eothain!you Take Your Sister.You'll Go Faster With Just Two.,The Two Towers
1377,MORWEN,Listen To Me. You Must Ride To Edorasand Raise The Alarm. Do You Understand Me?,The Two Towers
1378,SAM,There Are Dead Things!dead Faces In The Water.,The Two Towers
1379,GOLLUM,"All Dead. All Rotten.Elves And Men And Orcses.A Great Battle Long Ago.Dead Marshes.Yes. Yes, That Is Their Name.This Way.Don't Follow The Lights.",The Two Towers
1380,GOLLUM,Careful Now! Or Hobbits Go Downto Join The Dead Ones......And Light Little Candlesof Their Own.,The Two Towers
1381,SAM,Frodo!,The Two Towers
1382,FRODO,Gollum?,The Two Towers
1383,GOLLUM,Don't Follow The Lights.,The Two Towers
1384,FRODO,Gollum!,The Two Towers
1385,SAM,Mr. Frodo!are You All Right?,The Two Towers
1386,GOLLUM,So Bright.So Beautiful.,The Two Towers
1387,GOLLUM,(strokes His Own Palm)our Precious.,The Two Towers
1388,FRODO,What Did You Say?,The Two Towers
1389,GOLLUM,Master Should Be Resting.Master Needs To Keep Up His Strength.,The Two Towers
1390,FRODO,Who Are You?,The Two Towers
1391,GOLLUM,Mustn't Ask Us. Not Its Business.Gollum. Gollum.,The Two Towers
1392,SAM,It Must Be Getting Near Teatime. Leastways It Would Be In Decent Places Where There Is Still Teatime.,The Return of the King
1393,GOLLUM,We're Not In Decent Places.,The Return of the King
1394,SAM,Mr Frodo?  What Is It?,The Return of the King
1395,FRODO,It's Just A Feeling.  I Don't Think I'll Be Coming Back.,The Return of the King
1396,SAM,Yes You Will.  Of Course You Will.  That's Just Morbid Thinking.  We're Going There And Back Again Just Like Mr Bilbo.  You'll See.,The Return of the King
1397,FRODO,I Think These Lands Were Once Part Of The Kingdom Of Gondor.,The Return of the King
1398,FRODO,"Long Ago, When There Was A King.",The Return of the King
1399,SAM,"Mr Frodo, Look!  The King Has Got A Crown Again.",The Return of the King
1400,MERRY,What Are They Eating When They Can't Get Hobbit ?,The Fellowship of the Ring
1402,FRODO,Who Is She ? This Woman You Sing Of ?,The Fellowship of the Ring
1403,STRIDER,Tis The Lady Of L'thien. The Elf Maiden Who Gave Her Love To Beren ... A Mortal,The Fellowship of the Ring
1404,FRODO,What Happened To Her?,The Fellowship of the Ring
1405,STRIDER,She Died.,The Fellowship of the Ring
1406,SARUMAN,The Power Of Isengard Is At Your Command,The Fellowship of the Ring
1407,SARUMAN,Sauron.  Lord Of The Earth,The Fellowship of the Ring
1408,GIMLI,Stay Close Young Hobbits.,The Fellowship of the Ring
1409,GALADRIEL VOICE-OVER,"Frodo! , Frodo!",The Fellowship of the Ring
1410,GIMLI,..And Are Never Seen Again,The Fellowship of the Ring
1411,GALADRIEL VOICE-OVER,"Your Coming To Us , Is As The Footsteps Of Doom. You Bring Great Evil Here! ,ringbearer!",The Fellowship of the Ring
1412,SAM,Mr Frodo ?,The Fellowship of the Ring
1413,GIMLI,"Well!  Here's One Dwarf She Won't Ensnare So Easily! I Have The Eyes Of A Hawk, And Ears Of A Fox!",The Fellowship of the Ring
1414,GIMLI,Oh!,The Fellowship of the Ring
1415,HALDIR,"The Dwarf Breathes So Loud, We Could Have Shot Him In The Dark.",The Fellowship of the Ring
1416,HALDIR,"Mae Govannen, Legolas Thranduilion.",The Fellowship of the Ring
1417,SAM,You Never Know.,The Two Towers
1418,FRODO,Sam. My Dear Sam.,The Two Towers
1419,SAM,"It's Very Special, That.It's The Best Salt In All The Shire.",The Two Towers
1420,FRODO,It Is Special. It's A Little Bit Of Home.,The Two Towers
1421,FRODO,We Can't Leave This Here For Someoneto Follow Us Down.,The Two Towers
1422,SAM,"Who's Gonna Follow Us Down Heremr. Frodo?it's A Shame, Really.Lady Galadriel Gave Me That.Real Elvish Rope. Well, There's Nothing For It.It's One Of My Knots.Won't Come Free In A Hurry.",The Two Towers
1423,FRODO,Real Elvish Rope.,The Two Towers
1424,SAM,"Mordor. The One Place In Middle-earthwe Don't Want To See Any Closer.And It's The One Placewe're Trying To Get To.It's Just Where We Can't Get. Let's Face It, Mr. Frodo, We're Lost.I Don't Think Gandalf Meant For Us Tocome This Way.",The Two Towers
1425,FRODO,"He Didn't Mean For A Lot Of Thingsto Happen, Sam......But They Did.",The Two Towers
1426,SAM,"Mr. Frodo?it's The Ring, Isn't It?",The Two Towers
1427,FRODO,It's Getting Heavier.,The Two Towers
1428,FRODO,What Food Have We Got Left?,The Two Towers
1429,SAM,"Let Me See.Oh, Yes. Lovely.Lembas Bread. And Look!more Lembas Bread.",The Two Towers
1430,SAM,"I Don't Usually Hold With Foreign Food.....But This Elvish Stuff, It's Not Bad.",The Two Towers
1431,FRODO,"Nothing Ever Dampens Your Spiritsdoes It, Sam?",The Two Towers
1432,BILBO,"My Old Sword, Sting , Here, Take It, Take It.",The Fellowship of the Ring
1433,FRODO,Its So Light!,The Fellowship of the Ring
1434,BILBO,"Yes Yes , Made By The Elves You Know.  The Blade Glows Blue When Orcs Are Close And Its Times Like That My Lad, When You Have To Be Extra Careful. Here's A Pretty Thing. , Mithril! , As Light As A Feather And As Hard As Dragon Scales.  Let Me See You Put It On, Go On.",The Fellowship of the Ring
1435,BILBO,"My My Old Ring.  Well I Should... Very Much Like To Hold It Again, One Last Time.",The Fellowship of the Ring
1436,BILBO,"I'm Sorry I Brought This Upon You My Boy , I'm Sorry That You Must Carry This Burden , i'm Sorry For Everything",The Fellowship of the Ring
1437,ELROND,"The Ringbearer Is Setting Out On The Quest Of Mount Doom And You Who Travel With Him, , No Oath Nor Bond Is Laid To Go Further Than You Will , farewell. Hold To Your Purpose And May The Blessings Of Elves , And Men ,, And All Free Folk , Go With You.",The Fellowship of the Ring
1438,BOROMIR,You Are No Elf,The Fellowship of the Ring
1439,ARAGORN,Men Of The South Are Welcome Here,The Fellowship of the Ring
1440,BOROMIR,Who Are You ?,The Fellowship of the Ring
1441,ARAGORN,I'm A Friend Of Gandalf The Grey,The Fellowship of the Ring
1442,BOROMIR,"Then We Are Here On A Common Purpose , Friend.",The Fellowship of the Ring
1443,BOROMIR,"The Shards Of Narsil ,  The Blade That Cut The Ring From Sauron's Hand , Ah! ,its Still Sharp , But No More Than A Broken Heirloom",The Fellowship of the Ring
1444,ARWEN,"Why Do You Fear The Past.  You Are Isildur's Heir, Not Isildur Himself.  You Are Not Bound To His Fate",The Fellowship of the Ring
1445,PIPPIN,"He's Not Dead. He's Not Dead , No! No! He's Not Dead.",The Return of the King
1446,DENETHOR,Farewell Peregrin Son Of Paladin.,The Return of the King
1447,PIPPIN,No! No!,The Return of the King
1448,DENETHOR,"I Release You From My Service. ,go Now And Die And What Way Seems Best To You.",The Return of the King
1449,SOLDIER,"Come On Soldier, Move It.",The Return of the King
1450,SOLDIER,"Hurry Along There, Hurry Along.",The Return of the King
1451,PIPPIN,"Gandalf! , Where's Gandalf? , Gandalf!",The Return of the King
1452,SNAGA,Just A Mouthful......A Bit Of The Flank.,The Two Towers
1453,UGLUK,Looks Like Meat's Back On The Menuboys.,The Two Towers
1454,MERRY,Pippin.Let's Go.,The Two Towers
1455,GRISHNAKH,Go On.Call For Help. Squeal.No One's Going To Save You Now.,The Two Towers
1456,MERRY,Pippin!,The Two Towers
1457,PIPPIN,Aaaaaaaagh!,The Two Towers
1458,LEGOLAS,A Red Sun Rises.Blood Has Been Spilled This Night.,The Two Towers
1459,ARAGORN,Riders Of Rohan......What News From The Mark?,The Two Towers
1460,EOMER,"What Business Does An Elf, A Manand A Dwarf Have In The Riddermark?speak Quickly!",The Two Towers
1461,GIMLI,"Give Me Your Name, Horse-masterand I Shall Give You Mine.",The Two Towers
1462,EOMER,"I Would Cut Off Your Head, Dwarf......If It Stood But A Little Higherfrom The Ground.",The Two Towers
1463,LEGOLAS,You Would Die Before Your Stroke Fell.,The Two Towers
1464,ARAGORN,"I Am Aragorn, Son Of Arathorn.This Is Gimli, Son Of Gloinand Legolas Of The Woodland Realm.We Are Friends Of Rohanand Of Theoden, Your King.",The Two Towers
1465,EOMER,"Theoden No Longer Recognizesfriend From Foe. Not Even His Own Kin. ,saruman Has Poisoned The Mindof The King......And Claimed Lordship Over These Lands. My Company Are Those Loyal To Rohan.And For That, We Are Banished.The White Wizard Is Cunning.He Walks Here And There, They Say......As An Old Man Hooded And Cloaked.And Everywhere, His Spiesslip Past Our Nets.",The Two Towers
1466,SOLDIER,Very Good Sir.,The Return of the King
1467,THEODEN,Gamling.,The Return of the King
1468,GAMLING,My Lord!,The Return of the King
1469,THEODEN,Make Haste Across The Riddermark.  Summon Every Able-bodied Man To Dunharrow.,The Return of the King
1470,GAMLING,I Will.,The Return of the King
1471,ARAGORN,Do You Ride With Us?,The Return of the King
1472,EOWYN,"Just To The Encampment.  It's Tradition For The Women Of The Court To Farewell The Men.  ,  The Men Have Found Their Captain.  They Will Follow You Into Battle.  Even To Death.  You Have Given Us Hope.",The Return of the King
1473,MERRY,"Excuse Me!  , I Have A Sword.  Please Accept It!  , I Offer You My Service Theoden King.",The Return of the King
1474,THEODEN,"And Gladly, I Accept It.  ,  You Shall Be Meriadoc, Esquire Of Rohan.",The Return of the King
1475,GIMLI,"Horse Men!  I Wish I Could Muster An Army Of Dwarves, Fully Armed And Filthy.",The Return of the King
1476,LEGOLAS,Your Kinsmen May Have No Need To Ride To War.  I Fear War Already Marches On Their Own Lands.,The Return of the King
1478,EOMER,"Now Is The Hour, Riders Of Rohan.  Oaths You Have Taken.  Now Fulfil Them All, To Lord And Land!  Hah!",The Return of the King
1479,PIPPIN,Why Are There So Few Of Youwhen You Have Lived So Long? Are There Ent Children?,The Two Towers
1480,TREEBEARD,Bru-ra-hroom.There Have Been No Entingsfor A Terrible Long Count Of Years.,The Two Towers
1481,MERRY,Why Is That?,The Two Towers
1482,TREEBEARD,We Lost The Entwives.,The Two Towers
1483,PIPPIN,"Oh, I'm Sorry. How Did They Die?",The Two Towers
1484,TREEBEARD,Die? No.We Lost Them.And Now We Cannot Find Them. I Don't Suppose You've Seen Entwives In The Shire?,The Two Towers
1485,MERRY,"Can't Say That I Have. You, Pip?",The Two Towers
1486,PIPPIN,What Do They Look Like?,The Two Towers
1487,TREEBEARD,I Don't Remember Now.,The Two Towers
1488,GANDALF,"Edoras And The Golden Hall Of Meduseld. There Dwells Theoden, King Of Rohan...... Whose Mind Is Overthrown. Saruman's Hold Over King Theoden Is Now Very Strong.",The Two Towers
1489,EOWYN,"My Lord, Your Son......He Is Dead. , My Lord? Uncle? Will You Not Go To Him? Will You Do Nothing?",The Two Towers
1490,GANDALF,Be Careful What You Say.Do Not Look For Welcome Here.,The Two Towers
1491,GRIMA,"Oh, He Must Have Died Sometime In The Night. What A Tragedy For The King......To Lose His Only Son And Heir.",The Two Towers
1492,GANDALF,I've Sent Him To His Death.,The Return of the King
1493,ARAGORN,No. There Is Still Hope For Frodo. He Needs Time And Safe Passage Across The Plains Of Gorgoroth. We Can Give Him That.,The Return of the King
1494,GIMLI,How?,The Return of the King
1495,ARAGORN,Draw Out Sauron's Armies. Empty His Lands. Then We Gather Our Full Strength And March On The Black Gate.,The Return of the King
1496,EOMER,We Cannot Achieve Victory Through Strength Of Arms.,The Return of the King
1497,ARAGORN,Not For Ourselves. But We Can Give Frodo His Chance If We Keep Sauron's Eye Fixed Upon Us. Keep Him Blind To All Else That Moves.,The Return of the King
1498,LEGOLAS,A Diversion.,The Return of the King
1499,GIMLI,"Certainty Of Death, Small Chance Of Success, What Are We Waiting For?",The Return of the King
1500,GANDALF,Sauron Will Suspect A Trap. He Will Not Take The Bait.,The Return of the King
1501,ARAGORN,"Oh, I Think He Will.",The Return of the King
1502,ARAGORN,"Long Have You Hunted Me. Long Have I Eluded You. No More! , Behold, The Sword Of Elendil!",The Return of the King
1503,EOTHAIN,"Yes, Mama.",The Two Towers
1504,FREDA,"I Don't Want To Leave.I Don't Want To Go, Mama.",The Two Towers
1505,MORWEN,"Freda, I Will Find You There.",The Two Towers
1506,MORWEN,"Quickly! ,go, Child.",The Two Towers
1507,SARUMAN VOICE OVER,"Rohan, My Lord......Is Ready To Fall.",The Two Towers
1508,EOMER,Theodred.Find The King's Son!,The Two Towers
1509,ROHAN HORSEMAN,Mordor Will Pay For This,The Two Towers
1510,EOMER,These Orcs Are Not From Mordor.,The Two Towers
1511,ROHAN HORSEMAN,"My Lord Eomer, Over Here!",The Two Towers
1512,EOMER,He's Alive.,The Two Towers
1513,EOWYN,Theodred.,The Two Towers
1514,EOWYN,"Your Son Is Badly Wounded, My Lord.",The Two Towers
1515,EOMER,He Was Ambushed By Orcs.If We Don't Defend Our Countrysaruman Will Take It By Force,The Two Towers
1516,GRIMA,That Is A Lie.Saruman The White Has Ever Beenour Friend And Ally.,The Two Towers
1517,FRODO,Gandalf Told Me You Wereone Of The River-folk.,The Two Towers
1518,GOLLUM,Cold Be Heart And Hand And Bonecold Be Travellers Far From Home,The Two Towers
1519,FRODO,He Said Your Life Was A Sad Story.,The Two Towers
1520,GOLLUM,They Do Not See What Lies Aheadwhen Sun Has Failed And Moon Is Dead,The Two Towers
1521,FRODO,You Were Not So Very Differentfrom A Hobbit Once.Were You?smeagol.,The Two Towers
1522,GOLLUM,What Did You Call Me?,The Two Towers
1523,FRODO,"That Was Your Name Once, Wasn't It?a Long Time Ago.",The Two Towers
1524,GOLLUM,My Name.My Name.Smeagol.,The Two Towers
1525,GOLLUM,Aagh!,The Two Towers
1526,SAM,Black Riders!,The Two Towers
1527,GOLLUM,Hide! Hide!,The Two Towers
1528,FRODO,Aagh!,The Two Towers
1529,FRODO,Aagh!,The Two Towers
1530,SAM,"Come On, Frodo. Come On!",The Two Towers
1531,GOLLUM,Quick! They Will See Us!they Will See Us!,The Two Towers
1532,SAM,I Thought They Were Dead.,The Two Towers
1533,GOLLUM,"Come On, Hobbits!  Mustn't Stop Now.   This Way!",The Return of the King
1534,PIPPIN,"So I Imagine This Is Just A Ceremonial Position.  ,  I Mean, They Don't Actually Expect Me To Do Any Fighting,   Do They?",The Return of the King
1535,GANDALF,You're In The Service Of The Steward Now.  You'll Have To Do As You Are Told Peregrin Took.,The Return of the King
1536,GANDALF,Ridiculous Hobbit!  Guard Of The Citadel!,The Return of the King
1537,GANDALF,Thank You.,The Return of the King
1538,PIPPIN,There's No More Stars!  Is It Time?,The Return of the King
1539,GANDALF,Yes.,The Return of the King
1540,PIPPIN,It's So Quiet.,The Return of the King
1541,GANDALF,It's The Deep Breath Before The Plunge.,The Return of the King
1542,PIPPIN,"I Don't Want To Be In A Battle.  But Waiting On The Edge Of One I Can't Escape Is Even Worse. , Is There Any Hope Gandalf, For Frodo And Sam?",The Return of the King
1543,GANDALF,"There Never Was Much Hope.  Just A Fool's Hope.  , Our Enemy Is Ready.  His Full Strength's Gathered.   Not Only Orcs, But Men As Well ,  Legions Of Haradrim From The South, Mercenaries From The Coast , All Will Answer Mordor's Call.",The Return of the King
1544,CAPTAIN,Come On!,The Return of the King
1545,SAURON VOICE,Build Me An Army Worthy Of Mordor,The Fellowship of the Ring
1546,ORC,What Orders From Mordor My Lord? What Does The Eye Command?,The Fellowship of the Ring
1547,SARUMAN,We Have Work To Do,The Fellowship of the Ring
1548,ORC,The Trees Are Strong My Lord.  The Roots Go Deep,The Fellowship of the Ring
1549,SARUMAN,Rip Them All Down,The Fellowship of the Ring
1550,STRIDER,This Was The Great Watch Tower Of Amon,The Fellowship of the Ring
1551,STRIDER,"These Are For You.  Keep Them Close, I'm Going To Have A Look Round,  Stay Here",The Fellowship of the Ring
1552,MERRY,My Tomato's Burst!,The Fellowship of the Ring
1553,PIPPIN,Can I Have Some Bacon?,The Fellowship of the Ring
1554,MERRY,Ok.  Want A Tomato Sam ?,The Fellowship of the Ring
1555,FRODO,What Are You Doing ?,The Fellowship of the Ring
1556,MERRY,"Tomatoes, Sausages, Nice Crispy Bacon",The Fellowship of the Ring
1557,SAM,Saved Some For You Mr Frodo,The Fellowship of the Ring
1558,SAM,Look Frodo.  It's Mr Bilbo's Trolls,The Fellowship of the Ring
1559,SAM,He's Going Cold!,The Fellowship of the Ring
1560,PIPPIN,Is He Going To Die ?,The Fellowship of the Ring
1561,STRIDER,He's Passing Into The Shadow World.  He'll Soon Become A Wraith Like Them.,The Fellowship of the Ring
1562,MERRY,They're Close!,The Fellowship of the Ring
1563,STRIDER,Sam! Do You Know The Athelas Plant ?,The Fellowship of the Ring
1564,LEGOLAS,"Govannas V'n Gwennen Le, Haldir O L'rien.",The Fellowship of the Ring
1565,HALDIR,"A, Aragorn In D'nedain Istannen Le Ammen.",The Fellowship of the Ring
1566,ARAGORN,Haldir,The Fellowship of the Ring
1567,GIMLI,So Much For The Legendary Courtesy Of The Elves! Speak Words We Can Also Understand!,The Fellowship of the Ring
1568,HALDIR,"We Have Not Had Dealings With The Dwarves, Since The Dark Days.",The Fellowship of the Ring
1570,ARAGORN,That! Was Not So Courteous!,The Fellowship of the Ring
1571,HALDIR,"You Bring Great Evil With You ,you Can Go No Further!",The Fellowship of the Ring
1572,ARAGORN,Boe Ammen Veriad L'n. Andelu I Ven!,The Fellowship of the Ring
1573,ARAGORN,Merin Le Telim.,The Fellowship of the Ring
1574,HALDIR,Aragorn!,The Fellowship of the Ring
1575,ARAGORN,Andelu I Ven.,The Fellowship of the Ring
1576,GANDALF,"Frodo, Come And Help An Old Man ,how's Your Shoulder?",The Fellowship of the Ring
1577,SAM,Those Rain Clouds Might.,The Two Towers
1578,SAM,This Looks Strangely Familiar.,The Two Towers
1579,FRODO,It's Because We've Been Here Before.We're Going In Circles.,The Two Towers
1580,SAM,What Is That Horrid Stink?i Warrant There's A Nasty Bog Nearby. Can You Smell It?,The Two Towers
1581,FRODO,Yes.....I Can Smell It.................We're Not Alone.,The Two Towers
1582,GOLLUM,"The Thieves............... The Thieves.The Filthy Little Thieves.Where Is It?.............Where Is It?they Stole It From Us.............My Precious.........Curse Them, We Hates Them!it's Ours, It Is, And We Wants It!",The Two Towers
1583,FRODO,"This Is Sting.You've Seen It Before......Haven't You, Gollum?release Him Or I'll Cut Your Throat.",The Two Towers
1584,GOLLUM,Yessssss,The Two Towers
